Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
-895	940	970c00pb018	38996	4185495.dat		Hips and Legs with Cargo Pockets Front Pattern	o	0	0	0	False		True			
-498	1974	30389	1974	30389.dat		Hinge Brick 2 x 2 Locking with 1 Finger Vertical	o	0	0	0	False		True			
-501	1975	30554	1975	30554.dat		Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers on Ends, 9 Teeth, without Hole	o	0	0	0	False		True			
-878	10435	40902	10435	4162235.dat		Hinge Brick 2 x 2 Locking with 2 Fingers Vertical and Axle Hole, 9 Teeth	o	0	0	0	False		True			
-198	1975	30554	1975	480.dat		Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers on Ends, 9 Teeth, without Hole	o	0	0	0	False		True			
-200	1976	30553	1976	482.dat		Hinge Cylinder 1 x 2 Locking with 2 Fingers, 9 Teeth and Axle Hole on Ends with Slots	o	0	0	0	False		True			
-892	39334	44301	39334	4183043.dat		Hinge Plate 1 x 2 Locking with 1 Finger On End (Undetermined Type)	o	0	0	0	False		True			
-199	1977	30552	1977	481.dat		Hinge Cylinder 1 x 2 Locking with 1 Finger and Axle Hole on Ends with Slots	o	0	0	0	False		True			
-908	39334	44301	39334	4210883.dat		Hinge Plate 1 x 2 Locking with 1 Finger On End (Undetermined Type)	o	0	0	0	False		True			
-926	38444	44567	38444	4211814.dat		Hinge Plate 1 x 2 Locking with 1 Finger on Side (Undetermined Type)	o	0	0	0	False		True			
-1069	95	2440p69	97	2440p68.dat		Vehicle Spoiler / Plow Blade 6 x 3 with Hinge with Yellow Radar Pattern	o	0	0	0	False		True			
-259	1704	970	1704	970.dat		Minifigure, Body Part Hips	o	0	0	0	False		True			
-289	236	2880	236	2880.dat		Hinge Bar 2.5L with 2 and 3 Fingers on Ends (Pantograph Shoe Holder)	o	0	0	0	False		True			
-49	716	3830	716	97.dat		Hinge Brick 1 x 4 Swivel Top	o	0	0	0	False		True			
-267	1763	989	1763	989.dat		Hinge Brick 1 x 2 Locking with 1 Finger Top	o	0	0	0	False		True			
-153	91	2433	91	338.dat		Hinge Bar with 3 Fingers and End Stud (Control Lever)	o	0	0	0	False		True			
-201	9535	41532	9535	483.dat		Hinge Cylinder 1 x 3 Locking with 1 Finger and Pin with Round Hole and Friction Ridges Lengthwise on Ends	o	0	0	0	False		True			
-1161	1969	30387p02	9235	30387p03.dat		Hinge Brick 1 x 4 Locking, 9 Teeth with Red and White Danger Stripes Red Pattern on Both Sides	o	0	0	0	False		True			
-77005	-77005			50860c00.dat		Motorcycle Dirt Bike, Complete Assembly with Black Chassis and Light Bluish Gray Wheels	o	0	0	0	False		False			
-1302	-3342	777px8	2600	776pt0.dat		Flag on Flagpole, Wave with Lego Logo in Red Ellipse Pattern	o	0	0	0	False		True			
-1315	-3343	777p13	16796	777p13.dat		Flag on Flagpole, Wave with Switzerland Pattern	o	0	0	0	False		True			
-1314	-3343	777p12	2599	777p12.dat		Flag on Flagpole, Wave with Portugal Pattern	o	0	0	0	False		True			
-1313	-3343	777p11	2602	777p11.dat		Flag on Flagpole, Wave with Great Britain Pattern	o	0	0	0	False		True			
-1307	-3343	777p05	16799	777p05.dat		Flag on Flagpole, Wave with Norway Pattern	o	0	0	0	False		True			
-1309	-3343	777p07	2415	777p07.dat		Flag on Flagpole, Wave with Netherlands Pattern	o	0	0	0	False		True			
-1304	-3343	777p02	1628	777p02.dat		Flag on Flagpole, Wave with Sweden Pattern	o	0	0	0	False		True			
-1318	-3352	777px7	2601	777pt2.dat		Flag on Flagpole, Wave with Lego Logo Pattern	o	0	0	0	False		True			
-1319	-3352	777px7	2601	777pt3.dat		Flag on Flagpole, Wave with Lego Logo Pattern	o	0	0	0	False		True			
-1317	-3352	777px7	2601	777pt1.dat		Flag on Flagpole, Wave with Lego Logo Pattern	o	0	0	0	False		True			
-1303	-3343	777p01	1627	777p01.dat		Flag on Flagpole, Wave with Germany Pattern	o	0	0	0	False		True			
-1316	-3343	777p14	16798	777p14.dat		Flag on Flagpole, Wave with Iceland Pattern	o	0	0	0	False		True			
-1310	-3343	777p08	17030	777p08.dat		Flag on Flagpole, Wave with Italy Pattern	o	0	0	0	False		True			
-1311	-3343	777p09	17029	777p09.dat		Flag on Flagpole, Wave with Belgium Pattern	o	0	0	0	False		True			
-1306	-3343	777p04	1630	777p04.dat		Flag on Flagpole, Wave with Finland Pattern	o	0	0	0	False		True			
-1312	-3343	777p10	16797	777p10.dat		Flag on Flagpole, Wave with France Pattern	o	0	0	0	False		True			
-1308	-3343	777p06	17028	777p06.dat		Flag on Flagpole, Wave with Austria Pattern	o	0	0	0	False		True			
-1305	-3343	777p03	1629	777p03.dat		Flag on Flagpole, Wave with Denmark Pattern	o	0	0	0	False		True			
-38	597	3359	597	64.dat		Fence Gate 1 x 3 x 2 Base	o	0	0	0	False		True			
-161	506	3186	506	370.dat		Fence Gate 1 x 4 x 2	o	0	0	0	False		True			
-39	596	3358	596	65.dat		Fence Gate 1 x 3 x 2	o	0	0	0	False		True			
-1564	2987	fabad4	2987	503c01.dat		Fabuland Utensil Wheelbarrow (1 Front Wheel)	o	0	0	0	False		True			
-599	41865	60791	41865	60791.dat		Fence 2 x 12 x 6	o	0	0	0	False		True			
-1615	940	970c00pb019	38793	970c63.dat		Hips and Legs with Robot Pattern (Spyrius, Exploriens)	o	0	0	0	False		True			
-715	940	970c00pb019	38793	82059.dat		Hips and Legs with Robot Pattern (Spyrius, Exploriens)	o	0	0	0	False		True			
-716	940	970c00pb019	38793	82532.dat		Hips and Legs with Robot Pattern (Spyrius, Exploriens)	o	0	0	0	False		True			
-860	940	970c02pb04	47714	4129555.dat		Hips and Tan Legs with SW Gunbelt Pattern	o	0	0	0	False		True			
-806	918	4495	918	449521.dat		Flag 4 x 1 Wave Undetermined (Undetermined Version)	o	0	0	0	False		True			
-29	878	2525	878	43.dat		Flag 6 x 4	o	0	0	0	False		True			
106396	106396	93081c	106396	93081c.dat		Friends Accessories Flower Rose with Pin	o	42	-1	32	False		False	5114	5118	
-125	918	4495	918	249.dat		Flag 4 x 1 Wave Undetermined (Undetermined Version)	o	0	0	0	False		True			
-362	918	4495	918	4495.dat		Flag 4 x 1 Wave Undetermined (Undetermined Version)	o	0	0	0	False		True			
-1547	878	2525ps1	10615	43ps1.dat		Flag 6 x 4 with Jedi Starfighter Pattern	o	0	0	0	False		True			
-252	1692	30292	1692	891.dat		Flag 7 x 3 with Rod	o	0	0	0	False		True			
-1546	878	2525p01	2841	43p01.dat		Flag 6 x 4 with Skull and Crossbones (Jolly Roger) Pattern on Both Sides (Printed)	o	0	0	0	False		True			
-709	878	2525p01	2841	81427.dat		Flag 6 x 4 with Skull and Crossbones (Jolly Roger) Pattern on Both Sides (Printed)	o	0	0	0	False		True			
-3343	-3343			777.dat		flag on flagpole type 2	o	0	0	0	False		False			
-3342	-3342			776.dat		flag on flagpole type 1	o	0	0	0	False		False			
-3352	-3352			786.dat		flag on flagpole type 4	o	0	0	0	False		False			
-11	626	3596	626	16.dat		Flag on Flagpole, Straight	o	0	0	0	False		True			
-1525	-1525	3596pb06	16634	3596c90.dat		Flag on Flagpole, Straight with Classic Space Logo Pattern (Sticker) - Set 6970	o	0	0	0	False		False			
-881	878	2525ps1	10615	4164290.dat		Flag 6 x 4 with Jedi Starfighter Pattern	o	0	0	0	False		True			
-820	23	2335px4	3142	4105279.dat		Flag 2 x 2 Square with Oval and Two Crossed Cutlasses Pattern	o	0	0	0	False		True			
-179	39281	44676	39281	405.dat		Flag 2 x 2 Trapezoid	o	0	0	0	False		True			
-706	23	2335p03	26	81267.dat		Flag 2 x 2 Square with Checkered Pattern (Printed)	o	0	0	0	False		True			
-147	23	2335	23	305.dat		Flag 2 x 2 Square	o	0	0	0	False		True			
-950	3446	x12	3446	4249742.dat		Brick, Round 1 x 1 with Ball (Finial)	o	0	0	0	False		True			
-946	3446	x12	3446	4243669.dat		Brick, Round 1 x 1 with Ball (Finial)	o	0	0	0	False		True			
-13037	-13037			276c00.dat		Fabuland Utensil Wheelbarrow (2 Wheels)	o	0	0	0	False		False			
-713	23	2335p44	29	81715.dat		Flag 2 x 2 Square with Wolfpack Pattern	o	0	0	0	False		True			
-1652	-1652			15284.dat		figure friends hair long with ponytail, side bangs and sun visor	o	0	0	0	False		False			
-1671	-1671			15673.dat		figure friends hair with top knot bun and hair band	o	0	0	0	False		False			
-3609	-3609			92254.dat		figure friends hair long with ponytail, side bangs and horse riding helmet	o	0	0	0	False		False			
-3511	-3511			92240.dat		figure friends male head without pattern	o	0	0	0	False		False			
-3475	-3475			92198.dat		figure friends head without pattern	o	0	0	0	False		False			
-106311	-106311			92250c00.dat		Friends Hips and Layered Skirt, Bright Pink Legs and White Boots Pattern	o	0	0	0	False		False			
-106304	-106304			92251c00.dat		Friends Hips and Cropped Trousers	o	0	0	0	False		False			
-13078	-13078			2044c00.dat		Fabuland Swing Base with Red Seat (Complete Assembly)	o	0	0	0	False		False			
-898	23	2335px15	39056	4188055.dat		Flag 2 x 2 Square with SW MINI AT-ST Pattern	o	0	0	0	False		True			
-708	23	2335p30	3139	81426.dat		Flag 2 x 2 Square with Skull and Crossbones (Jolly Roger) Pattern on Both Sides	o	0	0	0	False		True			
-265	1761	983	1761	983.dat		Minifigure, Body Part Hand	o	0	0	0	False		True			
-255	130	2494	130	954.dat		Glass for Window 1 x 4 x 5	o	0	0	0	False		True			
-686	23	2335p43	28	80581.dat		Flag 2 x 2 Square with Black Falcon Shield Bottom Round Pattern	o	0	0	0	False		True			
-244	9077	4323	9077	788.dat		Fabuland Roof Slope without Chimney Hole	o	0	0	0	False		True			
-39604	-39604			787c00.dat		Fabuland Roof Support with Red Roof Slope without Chimney Hole	o	0	0	0	False		False			
-160	507	3187	507	369.dat		Fence Gate 1 x 4 x 2 Base	o	0	0	0	False		True			
-1252	3004	4874c01	3004	4874c01.dat		Fabuland Merry-Go-Round Base 4 x 4 with Same Color Fabuland Merry-Go-Round Type 1 Top (4875 / 4874)	o	0	0	0	False		True			
-262	1761	983	1761	977.dat		Minifigure, Body Part Hand	o	0	0	0	False		True			
-140	898	4448	898	295.dat		Glass for Window 4 x 4 x 3 Roof	o	0	0	0	False		True			
-600	68057	57895	68057	60803.dat		Glass for Window 1 x 4 x 6	o	0	0	0	False		True			
-1419	130	2494p01	131	2494p01.dat		Glass for Window 1 x 4 x 5 with 5 White Stripes Pattern (Sticker) - Sets 1490 / 6380 / 6386 / 6393 / 6398	o	0	0	0	False		True			
-1348	-106245	92252c00pb006	126576	92252p04c01.dat		Mini Doll, Legs with Hips and Skirt, Light Nougat Legs and Sand Blue Shoes with Magenta Stripe Pattern	o	0	0	0	False		True			
-133218	-133218			92249c00.dat		Friends Hips and Long Skirt	o	0	0	0	False		False			
-115821	-115821			11244c00.dat		Friends Hips and Wrap Skirt, Light Flesh Legs and Black Sandals Pattern	o	0	0	0	False		False			
-145738	-145738			11202c00.dat		Friends Hips and Shorts, Light Flesh Legs and Dark Purple Laces on Sand Blue Shoes Pattern	o	0	0	0	False		False			
-106245	-106245			92252c00.dat		Friends Hips and Skirt	o	0	0	0	False		False			
-124199	-124199			92253c00.dat		Friends Hips and Trousers	o	0	0	0	False		False			
-63541	1706		-63541	3816p3j.dat		Minifig Leg Right with Grass Skirt Pattern	o	0	0	0	False		True			
-63542	1706		-63542	3816pba.dat		Minifig Leg Right with 3 Black Diamonds Pattern	o	0	0	0	False		True			
-63540	1706		-63540	3816pc6a.dat		Minifig Leg Right with Red Roman Tunic and Belt Pattern	o	0	0	0	False		True			
-63538	1706		-63538	3816pw2.dat		Minifig Leg Right with Blue/White Triangles, Fringe Pattern	o	0	0	0	False		True			
-63539	1706		-63539	3816p89.dat		Minifig Leg Right with White Apron Pattern	o	0	0	0	False		True			
-53513	1708		-53513	3817p8h.dat		Minifig Leg Left with 'EMMET' Badge, Reflective Stripe Pattern	o	0	0	0	False		True			
-53517	1708		-53517	3817p6v.dat		Minifig Leg Left with Salmon Cable Pattern	o	0	0	0	False		True			
-53518	1708		-53518	3817pbe.dat		Minifig Leg Left with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True			
-53516	1708		-53516	3817pde.dat		Minifig Leg Left with Laboratory Smock Pattern	o	0	0	0	False		True			
-53514	1708		-53514	3817pm1.dat		Minifig Leg Left with LOTR Scale Armor Pattern	o	0	0	0	False		True			
-53515	1708		-53515	3817p8i.dat		Minifig Leg Left with 'EMMET' Badge, Reflective Stripe and Silver Triangles on Feet Pattern	o	0	0	0	False		True			
-63537	1706		-63537	3816pw1.dat		Minifig Leg Right with Red/White Triangles, Fringe Pattern	o	0	0	0	False		True			
-63529	1706		-63529	3816pbc.dat		Minifig Leg Right with Iron Man Armoured Suit Mark VII Pattern	o	0	0	0	False		True			
-63530	1706		-63530	3816p6u.dat		Minifig Leg Right with Orange Cable Pattern	o	0	0	0	False		True			
-63528	1706		-63528	3816pbb.dat		Minifig Leg Right with Iron Man Armoured Suit Mark VI Pattern	o	0	0	0	False		True			
-63526	1706		-63526	3816pm2.dat		Minifig Leg Right with LOTR Coat and Shirttails Pattern	o	0	0	0	False		True			
-63527	1706		-63527	3816pbf.dat		Minifig Leg Right with Iron Man Armoured Suit Mark XLII Pattern	o	0	0	0	False		True			
-63531	1706		-63531	3816pw3.dat		Minifig Leg Right with Dark Turquoise/White Triangles, White Fringe Pattern	o	0	0	0	False		True			
-63535	1706		-63535	3816paw.dat		Minifig Leg Right with Dark Red Loincloth, White Claws and Fur Tail Pattern	o	0	0	0	False		True			
-63536	1706		-63536	3816pc67.dat		Minifig Leg Right with Clockwork Robot Pattern	o	0	0	0	False		True			
-63534	1706		-63534	3816pm0.dat		Minifig Leg Right with LOTR Leather Armor Pattern	o	0	0	0	False		True			
-63532	1706		-63532	3816pc44.dat		Minifig Leg Right with Chainlink and 3 Safety Pins Pattern	o	0	0	0	False		True			
-63533	1706		-63533	3816p6w.dat		Minifig Leg Right with Golden Circuit Pattern	o	0	0	0	False		True			
-53519	1708		-53519	3817pq1.dat		Minifig Leg Left with DarkBlue and Gold Loincloth Pattern	o	0	0	0	False		True			
-53535	1708		-53535	3817paw.dat		Minifig Leg Left with Dark Red Loincloth and White Claws Pattern	o	0	0	0	False		True			
-53536	1708		-53536	3817pc67.dat		Minifig Leg Left with Clockwork Robot Pattern	o	0	0	0	False		True			
-53534	1708		-53534	3817pm0.dat		Minifig Leg Left with LOTR Leather Armor Pattern	o	0	0	0	False		True			
-53532	1708		-53532	3817pc44.dat		Minifig Leg Left with 2 Safety Pins Pattern	o	0	0	0	False		True			
-53533	1708		-53533	3817p6w.dat		Minifig Leg Left with Golden Circuit Pattern	o	0	0	0	False		True			
-53537	1708		-53537	3817pw1.dat		Minifig Leg Left with Red/White Triangles Pattern	o	0	0	0	False		True			
-53541	1708		-53541	3817p3j.dat		Minifig Leg Left with Grass Skirt Pattern	o	0	0	0	False		True			
-53542	1708		-53542	3817pba.dat		Minifig Leg Left with 2 Red Diamonds Pattern	o	0	0	0	False		True			
-53540	1708		-53540	3817pc6a.dat		Minifig Leg Left with Red Roman Tunic and Belt Pattern	o	0	0	0	False		True			
-53538	1708		-53538	3817pw2.dat		Minifig Leg Left with Blue/White Triangles, Fringe Pattern	o	0	0	0	False		True			
-53539	1708		-53539	3817p89.dat		Minifig Leg Left with White Apron Pattern	o	0	0	0	False		True			
-53531	1708		-53531	3817pw3.dat		Minifig Leg Left with Dark Turquoise/White Triangles, White Fringe Pattern	o	0	0	0	False		True			
-53523	1708		-53523	3817pa9.dat		Minifig Leg Left with Holster and Belt Pattern	o	0	0	0	False		True			
-53524	1708		-53524	3817pbg.dat		Minifig Leg Left with Iron Patriot Armoured Suit Kneepad Pattern	o	0	0	0	False		True			
-53522	1708		-53522	3817phb.dat		Minifig Leg Left with Purple Greatcoat Pattern	o	0	0	0	False		True			
-53520	1708		-53520	3817pa3.dat		Minifig Leg Left with Buttoned Pocket Pattern	o	0	0	0	False		True			
-53521	1708		-53521	3817pq0.dat		Minifig Leg Left with DarkBlue Loincloth Pattern	o	0	0	0	False		True			
-53525	1708		-53525	3817pbd.dat		Minifig Leg Left with War Machine Armoured Suit Kneepad Pattern	o	0	0	0	False		True			
-53529	1708		-53529	3817pbc.dat		Minifig Leg Left with Iron Man Armoured Suit Mark VII Pattern	o	0	0	0	False		True			
-53530	1708		-53530	3817p6u.dat		Minifig Leg Left with Orange Cable Pattern	o	0	0	0	False		True			
-53528	1708		-53528	3817pbb.dat		Minifig Leg Left with Iron Man Armoured Suit Mark VI Pattern	o	0	0	0	False		True			
-53526	1708		-53526	3817pm2.dat		Minifig Leg Left with LOTR Coat and Shirttails Pattern	o	0	0	0	False		True			
-53527	1708		-53527	3817pbf.dat		Minifig Leg Left with Iron Man Armoured Suit Mark XLII Pattern	o	0	0	0	False		True			
-63525	1706		-63525	3816pbd.dat		Minifig Leg Right with War Machine Armoured Suit Kneepad Pattern	o	0	0	0	False		True			
-17046	1704		-17046	3815pbe.dat		Minifig Hips with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True			
-17047	1704		-17047	3815pq0.dat		Minifig Hips with Gold Belt and DarkBlue Loincloth Pattern	o	0	0	0	False		True			
-17045	1704		-17045	3815p6v.dat		Minifig Hips with Silver Belt and Salmon Cable Pattern	o	0	0	0	False		True			
-17043	1704		-17043	3815pm1.dat		Minifig Hips with LOTR Dark Red Belt & Scale Armor Pattern	o	0	0	0	False		True			
-17044	1704		-17044	3815pde.dat		Minifig Hips with Laboratory Smock Pattern	o	0	0	0	False		True			
-17048	1704		-17048	3815pq2.dat		Minifig Hips with Gold O-Belt and Loincloth Pattern	o	0	0	0	False		True			
-17052	1704		-17052	3815pa9.dat		Minifig Hips with Holster and Belt Pattern	o	0	0	0	False		True			
-17053	1704		-17053	3815pbf.dat		Minifig Hips with Iron Man Armoured Suit Mark XLII Pattern	o	0	0	0	False		True			
-17051	1704		-17051	3815phb.dat		Minifig Hips with Purple Greatcoat Pattern	o	0	0	0	False		True			
-17049	1704		-17049	3815pq1.dat		Minifig Hips with Gold X-Belt and Decorated Loincloth Pattern	o	0	0	0	False		True			
-17050	1704		-17050	3815pbd.dat		Minifig Hips with War Machine Armoured Suit Pattern	o	0	0	0	False		True			
-17042	1704		-17042	3815p8i.dat		Minifig Hips with Black Belt with Silver Belt Buckle Pattern	o	0	0	0	False		True			
-114762	-114762	11568	-114762	11568.dat		Animal, Land Squirrel, Friends / Elves	o	0	0	0	False		False			
-119168	-119168	13392	-119168	13392.dat		Dolphin, Jumping with Bottom Axle Holder and Medium Azure Eyes Pattern	o	0	0	0	False		false			
-146207	-146207	973pb2338c01	-146207	973c01.dat		Torso Crew Neck Shirt with Light Bluish Gray Overalls with Breast Pocket and Paint Stains Pattern / White Arms / Yellow Hands	o	0	0	0	True		false			
-133800	-133800	14734	-133800	14734.dat		Lion / Tiger Cub with Lime Eyes, Dark Pink Nose, Dark Blue Paws and White Face Markings Pattern (Enki)	o	0	0	0	False		False			
-147567	-147567	25975	-147567	25975.dat		Minifig, Utensil Guitar Acoustic with Black Neck and Silver Strings Pattern	o	0	0	0	False		False			
-18041	-18041	30231	-18041	30230p02.dat		Wing Insectoid Large with Arm Hinge and Circuitry Pattern Right (Print on Top, Tip on Left, Logo at Back Edge)	o	0	0	0	False		False			
-134934	-134934	19204	-134934	19204.dat		Minifig, Hair Long Wavy with Yellow Tips and Medium Flesh Elves Ears Pattern	o	0	0	0	False		False			
-134842	-134842	19201	-134842	19201.dat		Minifig, Hair Long Wavy with Dark Azure Tips, Braid, Bangs and Light Flesh Elves Ears Pattern	o	0	0	0	False		False			
-134937	-134937	19203	-134937	19203.dat		Minifig, Hair Short Spiked with Light Flesh Elves Ears Pattern	o	0	0	0	False		False			
-17054	1704		-17054	3815pbg.dat		Minifig Hips with Iron Patriot Armoured Suit Pattern	o	0	0	0	False		True			
-63517	1706		-63517	3816p6v.dat		Minifig Leg Right with Salmon Cable Pattern	o	0	0	0	False		True			
-63518	1706		-63518	3816pbe.dat		Minifig Leg Right with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True			
-63516	1706		-63516	3816pde.dat		Minifig Leg Right with Laboratory Smock Pattern	o	0	0	0	False		True			
-63514	1706		-63514	3816pm1.dat		Minifig Leg Right with LOTR Scale Armor Pattern	o	0	0	0	False		True			
-63515	1706		-63515	3816p8i.dat		Minifig Leg Right with Reflective Stripe and Triangles on Feet Pattern	o	0	0	0	False		True			
-63519	1706		-63519	3816pq1.dat		Minifig Leg Right with DarkBlue and Gold Loincloth Pattern	o	0	0	0	False		True			
-63523	1706		-63523	3816pa9.dat		Minifig Leg Right with Holster and Belt Pattern	o	0	0	0	False		True			
-63524	1706		-63524	3816pbg.dat		Minifig Leg Right with Iron Patriot Armoured Suit Kneepad Pattern	o	0	0	0	False		True			
-63522	1706		-63522	3816phb.dat		Minifig Leg Right with Purple Greatcoat Pattern	o	0	0	0	False		True			
-63520	1706		-63520	3816pa3.dat		Minifig Leg Right with Buttoned Pocket Pattern	o	0	0	0	False		True			
-63521	1706		-63521	3816pq0.dat		Minifig Leg Right with DarkBlue Loincloth Pattern	o	0	0	0	False		True			
-63513	1706		-63513	3816p8h.dat		Minifig Leg Right with Reflective Stripe Pattern	o	0	0	0	False		True			
-17058	1704		-17058	3815p6u.dat		Minifig Hips with Gold Belt and Orange Cable Pattern	o	0	0	0	False		True			
-17059	1704		-17059	3815pba.dat		Minifig Hips with Harlequin Black Square Pattern	o	0	0	0	False		True			
-17057	1704		-17057	3815pw1.dat		Minifig Hips with Red/White Triangles Pattern	o	0	0	0	False		True			
-17055	1704		-17055	3815pm2.dat		Minifig Hips with LOTR Coat, Shirttails and Belt Pattern	o	0	0	0	False		True			
